Date,Subway_Total,Percent_Subway_PrePandemic,Buses_Total,Percent_Buses_PrePandemic,LIRR_Total,Percent_LIRR_PrePandemic,MetroNorth_Total,Percent_MetroNorth_PrePandemic,AccessARide_Total,Percent_AccessARide_PrePandemic,Bridges_Tunnels_Total,Percent_Bridges_Tunnels_PrePandemic
2020-08-21,1390232,0.29,1335800,0.70,76100,0.24,53000,0.19,19035,0.70,909773,0.90
2020-08-20,1413449,0.28,1352700,0.68,75600,0.24,50900,0.19,19344,0.68,889782,0.89
2020-08-19,1294931,0.26,1212800,0.61,70100,0.22,47700,0.17,19915,0.68,816805,0.86
2020-08-18,1372568,0.27,1307400,0.65,74200,0.24,47900,0.18,19274,0.68,838008,0.88
2020-08-17,1307543,0.27,1275000,0.66,74500,0.24,49400,0.18,17377,0.67,806108,0.86
2020-08-16,554980,0.24,622000,0.57,29900,0.29,28500,0.27,7902,0.44,620686,0.68
2020-08-15,861763,0.30,1001000,0.72,46800,0.35,51400,0.34,11487,0.69,804346,0.85
2020-08-14,1358798,0.27,1321800,0.67,72900,0.23,50700,0.19,18113,0.67,893657,0.89
2020-08-13,1294248,0.24,1198800,0.58,69200,0.22,46500,0.17,18608,0.65,819019,0.82
2020-08-12,1302087,0.25,1227500,0.61,68300,0.22,46800,0.17,19346,0.65,800865,0.85
2020-08-11,1322978,0.26,1256400,0.64,72400,0.23,46700,0.17,18546,0.66,821976,0.91
2020-08-10,1278263,0.25,1243700,0.63,73500,0.24,46800,0.17,18178,0.69,826001,0.87
2020-08-09,663642,0.27,766700,0.70,37600,0.36,32200,0.31,8287,0.47,744618,0.81
2020-08-08,834093,0.28,962000,0.70,41700,0.31,43600,0.29,10613,0.62,730739,0.75
2020-08-07,1286635,0.25,1256300,0.62,66000,0.21,42400,0.16,17502,0.64,844097,0.83
2020-08-06,1337819,0.25,1241800,0.59,66700,0.21,38800,0.14,19117,0.66,847497,0.85
2020-08-05,1351026,0.26,1305000,0.66,58000,0.19,36900,0.14,18299,0.62,847330,0.93
2020-08-04,1028686,0.19,968100,0.46,36800,0.12,31100,0.11,14924,0.51,577415,0.62
2020-08-03,1275951,0.25,1268300,0.62,70800,0.23,45900,0.17,17594,0.66,818732,0.87
2020-08-02,590675,0.24,707000,0.62,30500,0.29,28100,0.27,7431,0.40,648735,0.70
2020-08-01,843372,0.28,969300,0.69,44400,0.33,48700,0.32,10685,0.64,799745,0.85
2020-07-31,1260968,0.24,1220700,0.60,67600,0.21,50900,0.18,17654,0.65,859774,0.84
2020-07-30,1272918,0.23,1224100,0.57,69000,0.22,48600,0.17,17333,0.60,820275,0.81
2020-07-29,1298880,0.24,1273100,0.62,70000,0.22,48500,0.17,18216,0.62,816959,0.87
2020-07-28,1244405,0.23,1210600,0.57,66700,0.21,45800,0.16,16892,0.58,782226,0.83
2020-07-27,1206129,0.23,1185000,0.57,70100,0.22,45700,0.16,16607,0.63,793225,0.84
2020-07-26,607452,0.25,721100,0.64,36200,0.35,32300,0.30,7429,0.41,697533,0.73
2020-07-25,817403,0.27,967300,0.69,43300,0.34,47600,0.31,10350,0.61,769898,0.78
2020-07-24,1220649,0.23,1134300,0.56,65900,0.21,49000,0.17,17311,0.63,826030,0.80
2020-07-23,1236427,0.22,1180200,0.55,65600,0.21,47000,0.17,17056,0.58,791577,0.78
2020-07-22,1236384,0.22,1189100,0.54,65300,0.21,46700,0.17,17582,0.58,784013,0.80
2020-07-21,1244544,0.24,1204300,0.59,67600,0.21,48000,0.17,16831,0.58,792955,0.87
2020-07-20,1159163,0.23,1130400,0.57,67700,0.21,46800,0.17,15957,0.61,770607,0.84
2020-07-19,585498,0.27,692800,0.67,36400,0.35,29900,0.28,7052,0.46,696110,0.80
2020-07-18,779722,0.30,913700,0.72,41200,0.32,45500,0.29,9785,0.65,747445,0.81
2020-07-17,1209692,0.23,1176200,0.57,64800,0.20,47400,0.17,16401,0.61,819471,0.80
2020-07-16,1251884,0.23,1211800,0.59,66700,0.21,47400,0.17,17230,0.60,819850,0.84
2020-07-15,1251164,0.23,1229000,0.58,66500,0.21,46900,0.17,18149,0.60,803399,0.85
2020-07-14,1243749,0.22,1211300,0.56,66300,0.21,46200,0.16,17081,0.57,794838,0.83
2020-07-13,1178204,0.22,1144100,0.55,66400,0.21,46200,0.16,15928,0.59,756123,0.80
2020-07-12,628918,0.26,727700,0.64,34900,0.33,31800,0.30,7395,0.41,703590,0.74
2020-07-11,693789,0.23,852600,0.59,30100,0.24,35300,0.23,8453,0.49,625288,0.63
2020-07-10,1032749,0.19,926800,0.45,55900,0.18,39700,0.14,15738,0.57,712635,0.70
2020-07-09,1213851,0.22,1195700,0.57,65500,0.21,45500,0.16,17017,0.57,818034,0.84
2020-07-08,1174733,0.21,1114900,0.51,63000,0.20,43400,0.15,16980,0.57,758208,0.79
2020-07-07,1159588,0.21,1118800,0.52,61800,0.20,44100,0.16,16003,0.54,749833,0.79
2020-07-06,1087178,0.21,1030200,0.50,63900,0.20,44300,0.16,14886,0.55,750584,0.81
2020-07-05,534220,0.23,658700,0.60,34600,0.33,30600,0.29,6280,0.35,659099,0.75
2020-07-04,592295,0.23,754900,0.59,38400,0.30,41800,0.27,8391,0.58,569212,0.72
2020-07-03,853015,0.31,968200,0.87,56200,0.18,42900,0.15,10915,0.84,713240,0.83
2020-07-02,1172848,0.22,1178500,0.57,64300,0.20,45500,0.16,15981,0.53,881471,1.15
2020-07-01,1122842,0.22,1102200,0.53,56500,0.18,40000,0.14,16451,0.55,779409,0.77
2020-06-30,1115510,0.21,1082000,0.52,58000,0.17,40900,0.14,15291,0.52,758785,0.80
2020-06-29,1103086,0.21,1087500,0.53,63300,0.19,42600,0.14,14705,0.55,767165,0.80
2020-06-28,536488,0.18,641800,0.58,25700,0.26,26200,0.24,5748,0.34,623131,0.67
2020-06-27,616084,0.19,753900,0.57,26800,0.22,34800,0.22,8541,0.53,630731,0.65
2020-06-26,1104497,0.20,1130100,0.57,55600,0.17,41500,0.14,15048,0.54,830887,0.80
2020-06-25,1081006,0.19,1088500,0.52,53400,0.16,38200,0.13,14854,0.50,781618,0.75
2020-06-24,1070527,0.19,1099900,0.49,52400,0.16,38000,0.13,15155,0.49,752750,0.74
2020-06-23,1053005,0.19,1086200,0.52,52900,0.16,37600,0.13,15069,0.51,744822,0.78
2020-06-22,1002073,0.19,1016200,0.48,53900,0.16,38400,0.13,13314,0.49,733291,0.75
2020-06-21,449497,0.17,592400,0.53,27100,0.28,27600,0.25,6328,0.34,654914,0.68
2020-06-20,576097,0.17,768500,0.55,29000,0.24,36000,0.23,8185,0.47,666226,0.66
2020-06-19,988680,0.18,1035300,0.55,50200,0.15,38800,0.13,13868,0.49,797519,0.78
2020-06-18,944318,0.17,977700,0.48,47900,0.14,35800,0.12,13808,0.46,729487,0.73
2020-06-17,950318,0.17,977200,0.45,47200,0.14,36300,0.12,14595,0.47,709680,0.73
2020-06-16,934545,0.17,961000,0.46,46900,0.14,34100,0.12,12939,0.43,695359,0.75
2020-06-15,898925,0.17,940900,0.43,47500,0.14,34500,0.12,12953,0.48,674785,0.71
2020-06-14,430446,0.19,571200,0.55,20900,0.21,22700,0.21,5195,0.28,563725,0.61
2020-06-13,545333,0.17,706800,0.50,25400,0.21,32400,0.20,7794,0.43,631065,0.63
2020-06-12,898314,0.16,966300,0.43,45100,0.14,33700,0.11,13224,0.46,765492,0.74
2020-06-11,819873,0.14,830100,0.38,41000,0.12,29100,0.10,12514,0.42,656696,0.68
2020-06-10,858782,0.15,914700,0.39,43100,0.13,30800,0.10,13616,0.43,680270,0.69
2020-06-09,843968,0.15,916900,0.41,42300,0.13,29500,0.10,12869,0.44,680462,0.71
2020-06-08,806138,0.15,863400,0.42,42600,0.13,30500,0.10,11957,0.46,644830,0.74
2020-06-07,378085,0.15,531900,0.49,16800,0.17,18500,0.17,4650,0.26,538419,0.60
2020-06-06,464207,0.14,648000,0.46,18100,0.15,23600,0.15,6591,0.37,551793,0.57
2020-06-05,704825,0.12,772900,0.35,33500,0.10,25200,0.09,11698,0.41,643562,0.62
2020-06-04,728018,0.13,797700,0.37,29800,0.09,25500,0.09,12000,0.40,650868,0.65
2020-06-03,683037,0.12,741200,0.32,32500,0.10,23500,0.08,11962,0.39,582624,0.60
2020-06-02,695276,0.13,724400,0.34,33800,0.10,24600,0.08,11206,0.38,579412,0.61
2020-06-01,688520,0.12,764300,0.34,34300,0.10,24500,0.08,10760,0.38,595060,0.62
2020-05-31,344428,0.14,468300,0.43,13600,0.14,14700,0.14,4216,0.23,495488,0.55
2020-05-30,426755,0.14,622000,0.44,15600,0.13,20300,0.13,6143,0.35,537180,0.56
2020-05-29,658353,0.11,720800,0.33,25100,0.08,21200,0.07,10185,0.37,598608,0.57
2020-05-28,659248,0.12,710800,0.32,25200,0.08,20400,0.07,10030,0.35,584629,0.60
2020-05-27,675705,0.12,719200,0.33,26500,0.08,21000,0.07,11088,0.38,601140,0.63
2020-05-26,657939,0.12,709000,0.33,26700,0.08,21800,0.08,9875,0.35,587270,0.63
2020-05-25,394359,0.15,531600,0.46,19300,0.06,19000,0.07,5428,0.50,445015,0.57
2020-05-24,320376,0.13,461200,0.43,11900,0.12,14100,0.14,4117,0.22,461171,0.53
2020-05-23,336250,0.11,460700,0.35,11000,0.09,14000,0.09,5550,0.35,394091,0.44
2020-05-22,634929,0.12,690200,0.31,22800,0.07,19900,0.07,9782,0.35,626984,0.60
2020-05-21,630367,0.11,655300,0.30,22600,0.07,19200,0.07,9731,0.33,585553,0.58
2020-05-20,624793,0.11,654800,0.28,22200,0.07,18500,0.06,10224,0.33,542409,0.55
2020-05-19,611951,0.10,643600,0.28,21600,0.07,18700,0.07,9290,0.31,524483,0.54
2020-05-18,596505,0.11,624200,0.28,22100,0.07,19200,0.07,8969,0.33,505315,0.52
2020-05-17,287755,0.11,413500,0.37,8800,0.09,3300,0.03,3577,0.19,391606,0.41
2020-05-16,361329,0.11,530600,0.37,11100,0.09,18400,0.12,5947,0.34,477098,0.48
2020-05-15,588784,0.10,671500,0.30,20100,0.06,45300,0.16,9473,0.33,562991,0.53
2020-05-14,568315,0.10,616000,0.26,19300,0.06,16400,0.06,8855,0.29,520395,0.51
2020-05-13,566333,0.10,611300,0.26,19400,0.06,17200,0.06,9437,0.30,509243,0.52
2020-05-12,554286,0.10,594900,0.26,19000,0.06,16700,0.06,8271,0.28,488406,0.52
2020-05-11,521702,0.10,553300,0.26,18300,0.06,16700,0.06,7636,0.29,458042,0.51
2020-05-10,272353,0.13,386000,0.46,8000,0.08,9200,0.09,3962,0.20,415868,0.49
2020-05-09,317372,0.10,462400,0.32,7700,0.06,11100,0.07,5055,0.28,371426,0.37
2020-05-08,526865,0.09,573700,0.25,15700,0.05,15200,0.05,8656,0.30,483831,0.47
2020-05-07,536003,0.09,605600,0.26,16100,0.05,16200,0.06,8509,0.28,488836,0.50
2020-05-06,509646,0.09,538800,0.22,14500,0.05,14700,0.05,8832,0.28,444179,0.46
2020-05-05,522979,0.09,583400,0.25,13300,0.04,15500,0.05,8445,0.27,462086,0.49
2020-05-04,512763,0.09,578300,0.25,11200,0.03,15800,0.06,8287,0.29,447424,0.48
2020-05-03,259199,0.11,375900,0.45,3300,0.03,7600,0.07,3263,0.19,353314,0.44
2020-05-02,326354,0.10,478600,0.34,4000,0.03,10900,0.07,5493,0.31,401938,0.43
2020-05-01,495312,0.09,555300,0.25,6200,0.02,12400,0.04,8332,0.29,445621,0.44
2020-04-30,466633,0.08,488800,0.21,9300,0.03,14400,0.05,7253,0.25,405169,0.41
2020-04-29,478589,0.08,519600,0.22,9100,0.03,14800,0.05,7844,0.26,410502,0.43
2020-04-28,490073,0.09,555600,0.24,9200,0.03,15400,0.05,7542,0.26,436347,0.47
2020-04-27,463700,0.08,518400,0.23,8800,0.03,15000,0.05,6922,0.25,384124,0.42
2020-04-26,219096,0.09,293500,0.30,1900,0.02,5400,0.05,2506,0.14,231541,0.28
2020-04-25,295836,0.09,430800,0.32,2900,0.03,9100,0.06,4719,0.29,350300,0.38
2020-04-24,444644,0.09,475400,0.27,7800,0.03,13200,0.05,7040,0.28,386935,0.43
2020-04-23,454300,0.08,487300,0.25,8400,0.03,13800,0.05,6969,0.25,386938,0.41
2020-04-22,459574,0.09,518900,0.26,8700,0.03,14100,0.05,7496,0.26,398703,0.42
2020-04-21,422860,0.08,450900,0.22,8300,0.03,13700,0.05,6613,0.24,356099,0.38
2020-04-20,438622,0.09,498700,0.27,8900,0.03,14800,0.05,7050,0.30,371776,0.40
2020-04-19,224751,0.10,318100,0.32,2200,0.02,6000,0.06,2742,0.14,276406,0.31
2020-04-18,254792,0.09,352000,0.29,2400,0.02,7200,0.05,4202,0.28,254735,0.30
2020-04-17,433106,0.09,470300,0.27,8300,0.03,13500,0.05,7048,0.29,378350,0.39
2020-04-16,421013,0.07,447000,0.20,8500,0.03,13800,0.05,6563,0.22,346342,0.35
2020-04-15,419851,0.07,454100,0.19,8600,0.03,13800,0.05,6928,0.22,340213,0.35
2020-04-14,430946,0.07,470900,0.20,8800,0.03,14100,0.05,6585,0.22,356104,0.38
2020-04-13,363961,0.07,347800,0.16,8200,0.03,13000,0.05,6205,0.22,284609,0.31
2020-04-12,198693,0.08,279100,0.28,2200,0.02,5100,0.05,2525,0.14,217871,0.26
2020-04-11,257467,0.08,378200,0.27,2700,0.02,7600,0.05,4235,0.24,254755,0.27
2020-04-10,400947,0.07,414100,0.19,8200,0.03,13000,0.05,5378,0.19,314100,0.31
2020-04-09,405325,0.07,401900,0.17,8400,0.03,12900,0.04,6243,0.20,303481,0.31
2020-04-08,428206,0.07,431700,0.18,9000,0.03,13500,0.05,6950,0.22,324882,0.34
2020-04-07,435718,0.08,441000,0.19,9300,0.03,14100,0.05,7041,0.23,335470,0.37
2020-04-06,446273,0.08,454900,0.20,10100,0.03,14400,0.05,7093,0.25,335769,0.37
2020-04-05,227603,0.09,299600,0.30,3000,0.03,5600,0.05,2763,0.14,209152,0.23
2020-04-04,282703,0.09,383400,0.27,3700,0.03,8100,0.05,4375,0.25,243323,0.26
2020-04-03,484200,0.09,483800,0.22,9700,0.03,13200,0.05,7794,0.27,340273,0.35
2020-04-02,486468,0.08,472700,0.20,10100,0.03,13700,0.05,7077,0.23,339734,0.35
2020-04-01,514201,0.09,495400,0.21,10500,0.03,13600,0.05,8151,0.25,342222,0.37
2020-03-31,509149,0.09,514300,0.22,,,,,7672,0.26,337626,0.37
2020-03-30,546355,0.10,563900,0.25,,,,,8084,0.28,344690,0.38
2020-03-29,264119,0.12,306800,0.31,,,,,3374,0.19,197154,0.24
2020-03-28,332993,0.10,403700,0.29,,,,,4491,0.26,240702,0.26
2020-03-27,658312,0.12,641800,0.29,,,,,8409,0.29,396778,0.40
2020-03-26,681923,0.12,646100,0.28,,,,,8795,0.29,390117,0.40
2020-03-25,691604,0.12,618000,0.27,,,,,9512,0.30,375767,0.41
2020-03-24,743314,0.13,657800,0.28,,,,,9133,0.30,395493,0.44
2020-03-23,711138,0.13,578200,0.26,,,,,9902,0.35,361514,0.41
2020-03-22,409364,0.17,378900,0.35,,,,,4824,0.26,277051,0.32
2020-03-21,620662,0.21,564900,0.43,,,,,6467,0.39,382993,0.43
2020-03-20,1312249,0.24,868600,0.41,,,,,12744,0.45,563262,0.58
2020-03-19,1425564,0.26,933600,0.43,,,,,14116,0.48,569696,0.62
2020-03-18,1629413,0.29,1059500,0.45,,,,,15942,0.50,634853,0.69
2020-03-17,1793359,0.32,1094900,0.47,,,,,18173,0.59,650445,0.72
2020-03-16,2184296,0.41,1237300,0.55,,,,,21145,0.76,708870,0.79
2020-03-15,1159079,0.48,711600,0.69,,,,,12480,0.68,535988,0.64
2020-03-14,1672800,0.53,993300,0.73,,,,,13394,0.79,631101,0.70
2020-03-13,3496765,0.62,1715700,0.77,,,,,26640,0.92,860419,0.86
2020-03-12,4163674,0.72,1938400,0.82,,,,,30814,0.99,881188,0.91
2020-03-11,4712462,0.82,2113000,0.90,,,,,32198,1.01,866706,0.93
2020-03-10,4883623,0.85,2112000,0.91,,,,,31315,1.02,855585,0.94
2020-03-09,4989635,0.90,2124800,0.93,,,,,29609,1.03,860073,0.95
2020-03-08,2122328,1.00,957200,1.07,,,,,19477,1.13,765084,0.99
2020-03-07,2817082,0.90,1249100,0.91,,,,,18117,1.04,827908,0.92
2020-03-06,5204732,0.92,2066700,0.93,,,,,30970,1.07,945408,0.96
2020-03-05,5513656,0.96,2244500,0.99,,,,,33209,1.07,929298,0.99
2020-03-04,5515945,0.97,2177200,0.97,,,,,34297,1.09,905558,1.00
2020-03-03,5498556,0.96,2228600,0.97,,,,,32767,1.07,882175,0.98
2020-03-02,5347055,1.24,2209100,1.40,,,,,30338,1.28,874620,1.28
2020-03-01,2214601,0.99,984900,1.01,,,,,19922,1.19,786961,1.08
